lemma_id,lemma,in_model,decision_needed_vowel,decision_needed_coda,surface_variants,dwds_headword,anchor_vowel_pres,anchor_vowel_pastsg,anchor_vowel_pastpl,anchor_coda_pastsg,anchor_coda_pastpl,late_vowel_sg,late_vowel_pl,late_vowel_unmatched,late_coda_sg,late_coda_pl,late_coda_unmatched,proposed_vowel_past_winner,proposed_vowel_note,proposed_coda_past_winner,proposed_coda_note,nhg_preterite,proposed_winner_reference,confidence,reference_note,vowel_past_winner,coda_past_winner,curator_note
96,erschrecken,yes,no,no,erschrecken | er-schrëcken | zer-schrëcken,schrecken,CG:i UG:-,CG:a UG:a,CG:- UG:-,CG:c UG:c,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
64,erzeugen,no,no,no,erzeugen,zeugen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
89,fahren,yes,no,no,fahren | var(e)n | erfahren | verfahren | er-var(e)n | ge-var(e)n,fahren,CG:a UG:a,CG:uo UG:uo,CG:uo UG:uo,CG:r UG:r,CG:r UG:r,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
107,fordern,no,no,no,fordern,fordern,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
109,führen,no,no,no,führen,führen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
239,ge-lîben,no,yes,no,ge-lîben | be-lîben | ver-lîben | ent-lîben | be-lîben/bî<+ | be-lîben/bî<.+,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:p UG:p,CG:b UG:b,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
320,ge-wahen,no,no,no,ge-wahen,,CG:- UG:-,CG:ue UG:-,CG:- UG:ue,CG:g UG:-,CG:- UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
322,ge-wërden,no,yes,no,ge-wërden | er-wërden | ent-wërden | ver-wërden,,CG:e UG:e,CG:a UG:a,CG:- UG:u,CG:r UG:r,CG:- UG:r,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
324,ge-wësen,no,no,no,ge-wësen | ent-wësen | ver-wësen,,CG:- UG:e,CG:a UG:-,CG:- UG:-,CG:r UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
21,geben,yes,no,no,geben | gëben | begeben | angeben | umgeben | ergeben,geben,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:p UG:p,CG:b UG:b,0,0,14,0,0,14,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
71,gebrauchen,no,no,no,gebrauchen,brauchen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
110,gebären,no,no,no,gebären,gebären,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
1,gehen,no,no,no,gehen | begehen | abgehen | angehen | ergehen | aufgehen,gehen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
114,gelingen,yes,no,no,gelingen | ge-lingen | misse-lingen,gelingen,CG:i UG:i,CG:u UG:a,CG:- UG:-,CG:ng UG:nk,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
115,geloben,no,no,no,geloben | verloben,loben,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
121,gewähren,no,no,no,gewähren,gewähren,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
371,glîzen,no,no,no,glîzen,,CG:- UG:i,CG:ei UG:ei,CG:- UG:-,CG:z UG:z,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
41,graben,no,no,no,graben | begraben | be-graben | er-graben | graben/ûz+ | umbe-graben,,CG:a UG:a,CG:uo UG:uo,CG:uo UG:uo,CG:p UG:p,CG:b UG:b,0,0,6,0,0,6,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
23,grîfen,no,yes,no,grîfen | greifen | er-grîfen | begreifen | be-grîfen | angreifen,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:f UG:f,CG:f UG:f,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
375,grînen,no,yes,no,grînen | grînen/ane+,,CG:i UG:-,CG:i UG:ei,CG:- UG:i,CG: UG:,CG:- UG:,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
126,haben,no,no,no,haben,haben,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
347,halsen,no,no,no,halsen | ge-halsen,,UG:e,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
24,halten,yes,no,no,halten | zuhalten | behalten | anhalten | be-halten | einhalten,halten,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:l UG:l,CG:l UG:l,0,0,5,0,0,5,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
90,heben,yes,no,no,heben | hèben | erheben | ge-hèben | be-hèben | er-hèben,heben,CG:e UG:e,CG:uo UG:uo,CG:uo UG:uo,CG:p UG:p,CG:b UG:b,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
128,heilen,no,no,no,heilen,heilen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
43,herrschen,no,no,no,herrschen,herrschen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
379,hinken,no,no,no,hinken | hinken/ûz+,,UG:i,UG:a,UG:-,UG:nk,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
131,hoffen,no,no,no,hoffen,hoffen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
132,hâhen,yes,no,no,hâhen | hängen | ge-hâhen | be-hâhen | er-hâhen | hâhen/ûz+,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:nk UG:ng,CG:ng UG:ng,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
129,hèischen,yes,no,no,hèischen | heischen | hèischen/wider(e)+,,CG:ei UG:ei,CG:ie UG:ie,CG:ie UG:ie,CG:ʃ UG:ʃ,CG:ʃ UG:ʃ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
235,hèizen,no,no,no,hèizen | ge-hèizen | ent-hèizen,,CG:ei UG:ei,CG:ie UG:ie,CG:ie UG:ie,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
326,hël(e)n,no,no,no,hël(e)n | er-hël(e)n | ver-hël(e)n,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:l UG:l,CG:l UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
327,hëllen,no,no,no,hëllen | ge-hëllen | er-hëllen | zer-hëllen | misse-hëllen | hëllen/mit(e)>+,,UG:e,UG:a,UG:-,UG:l,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
133,hören,no,no,no,hören,hören,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
236,jëhen,no,no,no,jëhen | be-jëhen | er-jëhen | ge-jëhen | ver-jëhen | jëhen/nâh>+,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:χ UG:χ,CG:h UG:h,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
135,kaufen,no,no,no,kaufen | verkaufen,kaufen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
136,kennen,no,no,no,kennen,kennen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
329,kièsen,no,yes,yes,kièsen | ge-kièsen | er-kièsen | ver-kièsen | wider-kièsen | kièsen/ane<+,,CG:ie UG:ie,CG:o UG:o,CG:u UG:u,CG:s UG:s,CG:r UG:r,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
138,klimmen,no,yes,no,klimmen | ge-klimmen | ver-klimmen | klimmen/ûf>+ | klimmen/ûf<.+,klimmen,CG:i UG:-,CG:- UG:a,CG:- UG:u,CG:- UG:m,CG:- UG:m,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
383,klièben,no,no,no,klièben | zer-klièben,,UG:ie,UG:ou,UG:-,UG:p,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
3,komen,yes,no,no,komen | kommen | ankommen | umkommen | bekommen | er-komen,,CG:u UG:u,CG:ua UG:o,CG:ua UG:o,CG:m UG:m,CG:m UG:m,0,0,87,0,0,87,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
331,krîgen,no,no,no,krîgen | er-krîgen,,CG:i,CG:-,CG:-,CG:-,CG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
140,können,no,no,no,können,können,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
85,laden,yes,no,no,laden | entladen | er-laden | be-laden | ver-laden | ent-laden,,CG:a UG:a,CG:- UG:-,CG:uo UG:-,CG:- UG:-,CG:d UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
5,lauf,yes,no,no,lauf | loufen | laufen | anlaufen | er-loufen | ge-loufen,laufen,CG:ou UG:ou,CG:ie UG:ie,CG:ie UG:ie,CG:f UG:f,CG:f UG:f,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
141,leben,no,no,no,leben,leben,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
142,legen,no,no,no,legen | niederlegen,legen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
238,ligen,no,no,no,ligen | be-ligen | er-ligen | ge-ligen | ligen/bî+ | ver-ligen,,CG:i UG:i,CG:a UG:a,CG:a UG:a,CG:c UG:c,CG:g UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
4,lâzen,yes,no,no,lâzen | lassen | ge-lâzen | ablassen | er-lâzen | be-lâzen,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
94,lëschen,no,no,no,lëschen | erlöschen | er-lëschen | verlöschen | ver-lëschen,,CG:e UG:e,CG:- UG:a,CG:- UG:a,CG:- UG:ʃ,CG:- UG:ʃ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
144,lësen,yes,no,no,lësen | lesen | ge-lësen | er-lësen | lësen/ûf+ | lësen/ûf>+,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:s UG:s,CG:s UG:s,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
240,lûchen,no,no,no,lûchen | ge-lûchen | be-lûchen | ent-lûchen | lûchen/zuo<.+,,CG:u UG:u,CG:ou UG:ou,CG:- UG:-,CG:χ UG:χ,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
145,machen,no,no,no,machen,machen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
146,mahlen,yes,no,no,mahlen | mal(e)n | zer-mal(e)n,mahlen,UG:a,UG:ue,UG:-,UG:l,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
148,meinen,no,no,no,meinen,meinen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
116,messen,no,no,no,messen | mëzzen | gemessen | ge-mëzzen | ver-mëzzen | über-mëzzen,messen,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
150,mögen,no,no,no,mögen,mögen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
151,müssen,no,no,no,müssen,müssen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
152,nagen,no,no,no,nagen,nagen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
153,nennen,no,no,no,nennen,nennen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
399,niuwen,no,no,no,niuwen | zer-niuwen,,CG:-,CG:-,CG:-,CG:-,CG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
352,nièzen,no,yes,no,nièzen | ge-nièzen,,CG:ie UG:ie,CG:o UG:o,CG:u UG:u,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
47,nëmen,yes,no,no,nëmen | nehmen | be-nëmen | benehmen | ge-nëmen | ent-nëmen,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:m UG:m,CG:m UG:m,0,0,11,0,0,11,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
353,nîden,no,yes,yes,nîden | nîden/ane>+,,CG:i UG:i,CG:ei UG:ei,CG:- UG:i,CG:t UG:t,CG:- UG:d,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
354,nîgen,no,yes,no,nîgen | ge-nîgen | nîgen/nider(e)>+ | ge-nîgen/wider(e)>+,,CG:- UG:i,CG:ei UG:ei,CG:i UG:i,CG:c UG:c,CG:g UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
155,pflegen,yes,no,no,pflegen | pflëgen | ge-pflëgen | ver-pflëgen | ent-pflëgen | wider-pflëgen,pflegen,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:c UG:c,CG:g UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
314,quëden,no,no,yes,quëden | ent-quëden,,CG:ui UG:ui,CG:ua UG:ua,CG:ua UG:ua,CG:t UG:t,CG:d UG:d,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
157,quël(e)n,no,yes,no,quël(e)n | er-quëllen | ge-quël(e)n | ver-quël(e)n,,CG:ue UG:ue,CG:ua UG:ua,CG:ua UG:o,CG:l UG:l,CG:l UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
48,raten,yes,no,no,raten | râten | beraten | geraten | er-râten | be-râten,raten,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:t UG:t,CG:t UG:t,0,0,5,0,0,5,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
158,rechnen,no,no,no,rechnen,rechnen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
159,regieren,no,no,no,regieren,regieren,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
163,rennen,no,no,no,rennen,rennen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
164,retten,no,no,no,retten,retten,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
165,riechen,yes,no,no,riechen | rièchen | ge-rièchen | ver-rièchen,riechen,CG:- UG:ie,CG:ou UG:ou,CG:- UG:-,CG:χ UG:χ,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
244,riuwen,no,yes,no,riuwen | ge-riuwen | be-riuwen,,CG:iu UG:iu,CG:ou UG:ou,CG:u UG:u,CG: UG:,CG:w UG:w,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
51,rufen,yes,no,no,rufen | ruofen | berufen | ge-ruofen | be-ruofen | er-ruofen,rufen,CG:uo UG:uo,CG:ie UG:ie,CG:ie UG:ie,CG:f UG:f,CG:f UG:f,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
167,rëchen,yes,no,no,rëchen | rächen | er-rëchen | ge-rëchen | be-rëchen,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:χ UG:χ,CG:χ UG:χ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
160,rîben,no,no,no,rîben | reiben | zer-rîben | rîben/ûz<.+,,UG:i,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
161,rîchen,no,no,no,rîchen | reichen,,UG:-,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
248,rîsen,no,no,no,rîsen | ge-rîsen | rîsen/ûz>+ | rîsen/ûz<.+,,CG:i UG:i,CG:- UG:-,CG:i UG:i,CG:- UG:-,CG:s UG:s,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
162,rîten,no,yes,no,rîten | reiten | er-rîten | ge-rîten | be-rîten | rîten/ûz+,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:t UG:t,CG:t UG:t,0,0,11,0,0,11,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
249,rîzen,no,yes,no,rîzen | be-rîzen | zer-rîzen | ver-rîzen | rîzen/abe>+ | rîzen/umbe>+,,CG:- UG:i,CG:ei UG:ei,CG:i UG:i,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
168,sagen,no,no,no,sagen,sagen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
410,salzen,no,no,no,salzen,,UG:a,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
170,schaben,no,no,no,schaben | be-schaben,schaben,UG:a,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
6,schaffen,no,no,no,schaffen | erschaffen | beschaffen,schaffen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
356,schalten,no,no,no,schalten | ver-schalten | schalten/ûz+ | schalten/ûf>+ | schalten/vür(e)+,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:l UG:l,CG:l UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
173,schicken,no,no,no,schicken,schicken,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
250,schinten,no,no,no,schinten | be-schinten | schinten/abe>+,,UG:i,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
338,schièben,no,no,no,schièben | er-schièben | ge-schièben | schièben/ûf+ | ver-schièben | schièben/ûf>+,,CG:iu UG:ie,CG:- UG:-,CG:- UG:u,CG:- UG:-,CG:- UG:b,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
307,schièzen,no,yes,no,schièzen | ge-schièzen | er-schièzen | ver-schièzen | durh-schièzen | über-schièzen,,CG:ie UG:ie,CG:o UG:o,CG:- UG:u,CG:z UG:z,CG:- UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
26,schrîben,no,yes,no,schrîben | schreiben | zuschreiben | be-schrîben | ge-schrîben | er-schrîben,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:p UG:p,CG:b UG:b,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
180,schrîten,no,no,no,schrîten | be-schrîten | über-schrîten | schrîten/ûf>.+ | ge-schrîten/ûf+ | schrîten/nider(e)>+,,CG:- UG:i,CG:ei UG:ei,CG:- UG:-,CG:t UG:t,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
251,schrôten,no,no,no,schrôten | er-schrôten | be-schrôten | ver-schrôten | zer-schrôten | schrôten/abe+,,CG:o UG:o,CG:ie UG:ie,CG:- UG:ie,CG:t UG:t,CG:- UG:t,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
55,schwören,yes,no,no,schwören | swèr(e)n | beschwören | verschwören | ge-swèr(e)n | be-swèr(e)n,schwören,CG:e UG:e,CG:uo UG:uo,CG:uo UG:uo,CG:r UG:r,CG:r UG:r,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
252,schèpfen,no,no,no,schèpfen | be-schèpfen | er-schèpfen | ge-schèpfen,,CG:a UG:e,CG:uo UG:uo,CG:uo UG:uo,CG:f UG:f,CG:f UG:f,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
118,schëhen,yes,no,no,schëhen | geschehen | be-schëhen | ge-schëhen | ge-schëhen[!] | misse-schëhen,,CG:ie UG:e,CG:a UG:a,CG:- UG:a,CG:χ UG:χ,CG:- UG:h,2,0,5,2,0,5,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
308,schëllen,no,no,no,schëllen | er-schëllen | schëllen/ûz+ | durh-schëllen | er-schëllen/ûz+ | schëllen/wider(e)+,,CG:i UG:e,CG:a UG:a,CG:- UG:-,CG:l UG:l,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
253,schër(e)n,no,no,no,schër(e)n | be-schër(e)n | schër(e)n/abe+ | schër(e)n/ûz>.+ | schër(e)n/abe>+ | ge-schër(e)n/umbe>+,,CG:- UG:e,CG:- UG:-,CG:- UG:a,CG:- UG:-,CG:- UG:r,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
52,schîden,no,no,no,schîden | bescheiden | schîden/ûz+,,UG:i,UG:-,UG:i,UG:-,UG:d,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
186,seihen,no,no,no,seihen,seihen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
187,sein,no,no,no,sein,sein,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
188,senden,no,no,no,senden,senden,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
190,setzen,no,no,no,setzen,setzen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
193,sinken,no,yes,no,sinken | versinken | ge-sinken | be-sinken | er-sinken | ent-sinken,sinken,CG:i UG:-,CG:a UG:a,CG:u UG:u,CG:nk UG:nk,CG:nk UG:nk,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
57,sitzen,yes,no,no,sitzen | besitzen | be-sitzen | vorsitzen | ge-sitzen | sitzen/în+,sitzen,CG:i UG:i,CG:a UG:a,CG:a UG:a,CG:z UG:z,CG:z UG:z,0,0,10,0,0,10,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
191,sièden,yes,no,no,sièden | sieden | ge-sièden | durh-sièden | ge-sièden/în>+,,CG:ie UG:ie,CG:- UG:o,CG:- UG:-,CG:- UG:t,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
7,slahen,yes,no,no,slahen | schlagen | ge-slahen | er-slahen | be-slahen | umschlagen,,CG:a UG:a,CG:uo UG:uo,CG:uo UG:uo,CG:c UG:c,CG:g UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
340,slinten,no,no,no,slinten | ver-slinten,,CG:i UG:i,CG:a UG:u,CG:- UG:-,CG:n UG:n,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
357,slièfen,no,yes,no,slièfen | ge-slièfen,,CG:- UG:iu,CG:- UG:ou,CG:- UG:u,CG:- UG:f,CG:- UG:f,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
