ENHG Lemma,MHG Candidates,Link
berufen,ruofen,https://www.dwds.de/wb/etymwb/berufen
versprechen,"[""sprëchen""",https://www.dwds.de/wb/etymwb/versprechen
gelingen,lingen,https://www.dwds.de/wb/etymwb/gelingen
miszlingen,,https://www.dwds.de/wb/etymwb/miszlingen
übersehen,,https://www.dwds.de/wb/etymwb/übersehen
versäumen,zëmen,https://www.dwds.de/wb/etymwb/versäumen
verziehen,zîhen,https://www.dwds.de/wb/etymwb/verziehen
erwinden,,https://www.dwds.de/wb/etymwb/erwinden
anzeigen,zîhen; sîgen,https://www.dwds.de/wb/etymwb/anzeigen
gönnen,gunnen,https://www.dwds.de/wb/etymwb/gönnen
vergleichen,glîchen,https://www.dwds.de/wb/etymwb/vergleichen
bestellen,biten,https://www.dwds.de/wb/etymwb/bestellen
entziehen,,https://www.dwds.de/wb/etymwb/entziehen
erwägen,wigen,https://www.dwds.de/wb/etymwb/erwägen
vorsitzen,s i t z e n,https://www.dwds.de/wb/etymwb/vorsitzen
erschaffen,schaffen,https://www.dwds.de/wb/etymwb/erschaffen
rathen,,https://www.dwds.de/wb/etymwb/rathen
zubringen,,https://www.dwds.de/wb/etymwb/zubringen
geraten,râtên,https://www.dwds.de/wb/etymwb/geraten
geschaffen,,https://www.dwds.de/wb/etymwb/geschaffen
fleiszen,,https://www.dwds.de/wb/etymwb/fleiszen
verheiszen,,https://www.dwds.de/wb/etymwb/verheiszen
lieben,lîben,https://www.dwds.de/wb/etymwb/lieben
schämen,schëmen,https://www.dwds.de/wb/etymwb/schämen
anfangen,vâhen,https://www.dwds.de/wb/etymwb/anfangen
saugen,sûgen,https://www.dwds.de/wb/etymwb/saugen
empfehlen,enphallen,https://www.dwds.de/wb/etymwb/empfehlen
gebresten,brësten,https://www.dwds.de/wb/etymwb/gebresten
eingehen,gân,https://www.dwds.de/wb/etymwb/eingehen
fürnehmen,,https://www.dwds.de/wb/etymwb/fürnehmen
zugehören,tugen,https://www.dwds.de/wb/etymwb/zugehören
wenden,,https://www.dwds.de/wb/etymwb/wenden
abwerfen,wërfen,https://www.dwds.de/wb/etymwb/abwerfen
schlieszen,,https://www.dwds.de/wb/etymwb/schlieszen
abscheiden,,https://www.dwds.de/wb/etymwb/abscheiden
verbergen,bërgen,https://www.dwds.de/wb/etymwb/verbergen
aufsteigen,,https://www.dwds.de/wb/etymwb/aufsteigen
umhangen,,https://www.dwds.de/wb/etymwb/umhangen
zuziehen,zîhen,https://www.dwds.de/wb/etymwb/zuziehen
gehellen,,https://www.dwds.de/wb/etymwb/gehellen
hellen,hëllen; hëlen,https://www.dwds.de/wb/etymwb/hellen
entfärben,,https://www.dwds.de/wb/etymwb/entfärben
werden,wèiden; walten,https://www.dwds.de/wb/etymwb/werden
einfallen,enphallen; enphâhen,https://www.dwds.de/wb/etymwb/einfallen
verzeihen,zîhen,https://www.dwds.de/wb/etymwb/verzeihen
übertreten,trëten,https://www.dwds.de/wb/etymwb/übertreten
geheiszen,,https://www.dwds.de/wb/etymwb/geheiszen
berathen,,https://www.dwds.de/wb/etymwb/berathen
erlassen,lâzen,https://www.dwds.de/wb/etymwb/erlassen
entladen,laden,https://www.dwds.de/wb/etymwb/entladen
besinnen,sinnen,https://www.dwds.de/wb/etymwb/besinnen
auftragen,tragen,https://www.dwds.de/wb/etymwb/auftragen
zusprechen,sprëchen,https://www.dwds.de/wb/etymwb/zusprechen
versitzen,,https://www.dwds.de/wb/etymwb/versitzen
überladen,,https://www.dwds.de/wb/etymwb/überladen
versinnen,,https://www.dwds.de/wb/etymwb/versinnen
abgelten,,https://www.dwds.de/wb/etymwb/abgelten
gepflegen,,https://www.dwds.de/wb/etymwb/gepflegen
verthun,,https://www.dwds.de/wb/etymwb/verthun
vertragen,tragen,https://www.dwds.de/wb/etymwb/vertragen
gethun,,https://www.dwds.de/wb/etymwb/gethun
miszthun,,https://www.dwds.de/wb/etymwb/miszthun
kiesen,kiuwen,https://www.dwds.de/wb/etymwb/kiesen
widerbellen,,https://www.dwds.de/wb/etymwb/widerbellen
gemessen,mĕzzen,https://www.dwds.de/wb/etymwb/gemessen
wi(e)dernehmen,,https://www.dwds.de/wb/etymwb/wi(e)dernehmen
hahen,,https://www.dwds.de/wb/etymwb/hahen
wi(e)derwinden,,https://www.dwds.de/wb/etymwb/wi(e)derwinden
verbannen,bannen,https://www.dwds.de/wb/etymwb/verbannen
zerstoszen,,https://www.dwds.de/wb/etymwb/zerstoszen
ginnen,,https://www.dwds.de/wb/etymwb/ginnen
widerstreiten,,https://www.dwds.de/wb/etymwb/widerstreiten
verwenden,,https://www.dwds.de/wb/etymwb/verwenden
verschlagen,slahen,https://www.dwds.de/wb/etymwb/verschlagen
erstehen,,https://www.dwds.de/wb/etymwb/erstehen
miszgehen,,https://www.dwds.de/wb/etymwb/miszgehen
besorgen,sorge,https://www.dwds.de/wb/etymwb/besorgen
fliesen,,https://www.dwds.de/wb/etymwb/fliesen
getreffen,,https://www.dwds.de/wb/etymwb/getreffen
niederkommen,kîmen,https://www.dwds.de/wb/etymwb/niederkommen
miszra,,https://www.dwds.de/wb/etymwb/miszra
senken,"[""sinken""",https://www.dwds.de/wb/etymwb/senken
schwingen,swingen,https://www.dwds.de/wb/etymwb/schwingen
ergeben,gëben,https://www.dwds.de/wb/etymwb/ergeben
beiliegen,,https://www.dwds.de/wb/etymwb/beiliegen
aufgeben,"[""gëben""",https://www.dwds.de/wb/etymwb/aufgeben
mitgehen,,https://www.dwds.de/wb/etymwb/mitgehen
widersprechen,“sprëchen”,https://www.dwds.de/wb/etymwb/widersprechen
enttragen,,https://www.dwds.de/wb/etymwb/enttragen
sein,sîn,https://www.dwds.de/wb/etymwb/sein
gesagen,,https://www.dwds.de/wb/etymwb/gesagen
erfinden,vinden,https://www.dwds.de/wb/etymwb/erfinden
angelingen,,https://www.dwds.de/wb/etymwb/angelingen
beschlafen,slâfen,https://www.dwds.de/wb/etymwb/beschlafen
schieszen,,https://www.dwds.de/wb/etymwb/schieszen
niedergehen,,https://www.dwds.de/wb/etymwb/niedergehen
ertrinken,trinken,https://www.dwds.de/wb/etymwb/ertrinken
übergehen,gân; gên,https://www.dwds.de/wb/etymwb/übergehen
verbinden,binden,https://www.dwds.de/wb/etymwb/verbinden
seinnehmen,,https://www.dwds.de/wb/etymwb/seinnehmen
ansprechen,sprëchen,https://www.dwds.de/wb/etymwb/ansprechen
abkommen,komen,https://www.dwds.de/wb/etymwb/abkommen
aufkommen,kîmen; komen,https://www.dwds.de/wb/etymwb/aufkommen
bresten,,https://www.dwds.de/wb/etymwb/bresten
hinfallen,,https://www.dwds.de/wb/etymwb/hinfallen
niederstechen,,https://www.dwds.de/wb/etymwb/niederstechen
herrbringen,,https://www.dwds.de/wb/etymwb/herrbringen
anfahren,,https://www.dwds.de/wb/etymwb/anfahren
undstehen,,https://www.dwds.de/wb/etymwb/undstehen
ringen,ringen,https://www.dwds.de/wb/etymwb/ringen
angeliegen,,https://www.dwds.de/wb/etymwb/angeliegen
teidingen,,https://www.dwds.de/wb/etymwb/teidingen
mitfahren,,https://www.dwds.de/wb/etymwb/mitfahren
mitziehen,,https://www.dwds.de/wb/etymwb/mitziehen
erkommen,,https://www.dwds.de/wb/etymwb/erkommen
auslassen,lësen,https://www.dwds.de/wb/etymwb/auslassen
zubinden,,https://www.dwds.de/wb/etymwb/zubinden
fürhalten,,https://www.dwds.de/wb/etymwb/fürhalten
andringen,,https://www.dwds.de/wb/etymwb/andringen
beraten,râtên,https://www.dwds.de/wb/etymwb/beraten
zuschaffen,,https://www.dwds.de/wb/etymwb/zuschaffen
zuschlieszen,,https://www.dwds.de/wb/etymwb/zuschlieszen
säumen,singen,https://www.dwds.de/wb/etymwb/säumen
beigestehen,,https://www.dwds.de/wb/etymwb/beigestehen
einlassen,lësen; lâzen,https://www.dwds.de/wb/etymwb/einlassen
zuthun,,https://www.dwds.de/wb/etymwb/zuthun
schlabbe,,https://www.dwds.de/wb/etymwb/schlabbe
erbitten,,https://www.dwds.de/wb/etymwb/erbitten
nachsehen,§ehen,https://www.dwds.de/wb/etymwb/nachsehen
umsehen,,https://www.dwds.de/wb/etymwb/umsehen
nachkommen,komen,https://www.dwds.de/wb/etymwb/nachkommen
einbresten,,https://www.dwds.de/wb/etymwb/einbresten
umfallen,,https://www.dwds.de/wb/etymwb/umfallen
mitbringen,,https://www.dwds.de/wb/etymwb/mitbringen
fehlen,vliègen,https://www.dwds.de/wb/etymwb/fehlen
aufsitzen,,https://www.dwds.de/wb/etymwb/aufsitzen
aufbringen,,https://www.dwds.de/wb/etymwb/aufbringen
gewähren,gëben,https://www.dwds.de/wb/etymwb/gewähren
beiten,,https://www.dwds.de/wb/etymwb/beiten
gedüren,,https://www.dwds.de/wb/etymwb/gedüren
fürgehen,,https://www.dwds.de/wb/etymwb/fürgehen
zubieten,,https://www.dwds.de/wb/etymwb/zubieten
abstehen,stân,https://www.dwds.de/wb/etymwb/abstehen
gesingen,,https://www.dwds.de/wb/etymwb/gesingen
abtragen,tragen,https://www.dwds.de/wb/etymwb/abtragen
mittragen,,https://www.dwds.de/wb/etymwb/mittragen
tanzen,,https://www.dwds.de/wb/etymwb/tanzen
stieben,stièben,https://www.dwds.de/wb/etymwb/stieben
aufziehen,zîhen,https://www.dwds.de/wb/etymwb/aufziehen
geschweigen,,https://www.dwds.de/wb/etymwb/geschweigen
waten,watten,https://www.dwds.de/wb/etymwb/waten
anliegen,ligen,https://www.dwds.de/wb/etymwb/anliegen
ertödten,,https://www.dwds.de/wb/etymwb/ertödten
ausgesprechen,,https://www.dwds.de/wb/etymwb/ausgesprechen
durchrinnen,,https://www.dwds.de/wb/etymwb/durchrinnen
geziemen,zîhen; zëmen,https://www.dwds.de/wb/etymwb/geziemen
rennen,rinnen,https://www.dwds.de/wb/etymwb/rennen
umfinden,,https://www.dwds.de/wb/etymwb/umfinden
überfahren,,https://www.dwds.de/wb/etymwb/überfahren
überziehen,biègen,https://www.dwds.de/wb/etymwb/überziehen
durchreiten,,https://www.dwds.de/wb/etymwb/durchreiten
anreiten,,https://www.dwds.de/wb/etymwb/anreiten
aufsehen,sërten; schëhen,https://www.dwds.de/wb/etymwb/aufsehen
verliegen,,https://www.dwds.de/wb/etymwb/verliegen
anstreiten,,https://www.dwds.de/wb/etymwb/anstreiten
verbrechen,brëchen,https://www.dwds.de/wb/etymwb/verbrechen
regieren,rînen,https://www.dwds.de/wb/etymwb/regieren
durchschlagen,,https://www.dwds.de/wb/etymwb/durchschlagen
verfahren,varen,https://www.dwds.de/wb/etymwb/verfahren
überfallen,,https://www.dwds.de/wb/etymwb/überfallen
durchbrechen,,https://www.dwds.de/wb/etymwb/durchbrechen
etrschlagen,,https://www.dwds.de/wb/etymwb/etrschlagen
aufspringen,,https://www.dwds.de/wb/etymwb/aufspringen
werben,wërben,https://www.dwds.de/wb/etymwb/werben
überstoszen,,https://www.dwds.de/wb/etymwb/überstoszen
anschreien,,https://www.dwds.de/wb/etymwb/anschreien
ersterben,stërben,https://www.dwds.de/wb/etymwb/ersterben
anlaufen,"[""loufen""",https://www.dwds.de/wb/etymwb/anlaufen
zubeschaffen,,https://www.dwds.de/wb/etymwb/zubeschaffen
verschreiben,schrîben,https://www.dwds.de/wb/etymwb/verschreiben
wi(e)dergehen,,https://www.dwds.de/wb/etymwb/wi(e)dergehen
entlaufen,,https://www.dwds.de/wb/etymwb/entlaufen
verachten,,https://www.dwds.de/wb/etymwb/verachten
beheben,,https://www.dwds.de/wb/etymwb/beheben
umbringen,bringen,https://www.dwds.de/wb/etymwb/umbringen
durchgehen,,https://www.dwds.de/wb/etymwb/durchgehen
nachziehen,,https://www.dwds.de/wb/etymwb/nachziehen
aufhangen,,https://www.dwds.de/wb/etymwb/aufhangen
ausweisen,wîzen,https://www.dwds.de/wb/etymwb/ausweisen
gehelfen,,https://www.dwds.de/wb/etymwb/gehelfen
versinken,sanken,https://www.dwds.de/wb/etymwb/versinken
gehren,gîgen,https://www.dwds.de/wb/etymwb/gehren
rühmen,brëmen,https://www.dwds.de/wb/etymwb/rühmen
erklingen,klingen,https://www.dwds.de/wb/etymwb/erklingen
besprechen,"[""sprëchen""",https://www.dwds.de/wb/etymwb/besprechen
unterliegen,liègen,https://www.dwds.de/wb/etymwb/unterliegen
einkommen,komen,https://www.dwds.de/wb/etymwb/einkommen
vorgehen,gân,https://www.dwds.de/wb/etymwb/vorgehen
ursachen,,https://www.dwds.de/wb/etymwb/ursachen
unterwerfen,wërfen,https://www.dwds.de/wb/etymwb/unterwerfen
zerspringen,,https://www.dwds.de/wb/etymwb/zerspringen
zerklieben,,https://www.dwds.de/wb/etymwb/zerklieben
austrinken,,https://www.dwds.de/wb/etymwb/austrinken
vorstehen,stân,https://www.dwds.de/wb/etymwb/vorstehen
umschlagen,slahen,https://www.dwds.de/wb/etymwb/umschlagen
abstoszen,,https://www.dwds.de/wb/etymwb/abstoszen
entpfinden,,https://www.dwds.de/wb/etymwb/entpfinden
durchstechen,,https://www.dwds.de/wb/etymwb/durchstechen
ein|auslassen,,https://www.dwds.de/wb/etymwb/ein|auslassen
überflieszen,,https://www.dwds.de/wb/etymwb/überflieszen
beherbergen,,https://www.dwds.de/wb/etymwb/beherbergen
zulassen,lîzen,https://www.dwds.de/wb/etymwb/zulassen
umfahen,,https://www.dwds.de/wb/etymwb/umfahen
hinnehmen,,https://www.dwds.de/wb/etymwb/hinnehmen
abwaschen,,https://www.dwds.de/wb/etymwb/abwaschen
wi(e)derbringen,,https://www.dwds.de/wb/etymwb/wi(e)derbringen
fürbringen,,https://www.dwds.de/wb/etymwb/fürbringen
mögen,mugen; mugen,https://www.dwds.de/wb/etymwb/mögen
haben,hëben,https://www.dwds.de/wb/etymwb/haben
überbeleiben,,https://www.dwds.de/wb/etymwb/überbeleiben
fürgeben,,https://www.dwds.de/wb/etymwb/fürgeben
verloben,gëlten,https://www.dwds.de/wb/etymwb/verloben
antreffen,,https://www.dwds.de/wb/etymwb/antreffen
abschieszen,,https://www.dwds.de/wb/etymwb/abschieszen
hingehen,,https://www.dwds.de/wb/etymwb/hingehen
liebhaben,,https://www.dwds.de/wb/etymwb/liebhaben
abweichen,wîchen,https://www.dwds.de/wb/etymwb/abweichen
bestimmen,stëmen,https://www.dwds.de/wb/etymwb/bestimmen
entstehen,stân,https://www.dwds.de/wb/etymwb/entstehen
austreiben,,https://www.dwds.de/wb/etymwb/austreiben
zusehen,,https://www.dwds.de/wb/etymwb/zusehen
auftreten,trëten,https://www.dwds.de/wb/etymwb/auftreten
nachjehen,,https://www.dwds.de/wb/etymwb/nachjehen
studieren,,https://www.dwds.de/wb/etymwb/studieren
befleiszen,,https://www.dwds.de/wb/etymwb/befleiszen
nachergehen,,https://www.dwds.de/wb/etymwb/nachergehen
nachgeben,gëben,https://www.dwds.de/wb/etymwb/nachgeben
fürgreifen,,https://www.dwds.de/wb/etymwb/fürgreifen
schreiten,schrîten,https://www.dwds.de/wb/etymwb/schreiten
rechnen,rîchen,https://www.dwds.de/wb/etymwb/rechnen
müssen,mugin; mügen,https://www.dwds.de/wb/etymwb/müssen
inhalten,,https://www.dwds.de/wb/etymwb/inhalten
verfangen,vâhen,https://www.dwds.de/wb/etymwb/verfangen
aussprechen,,https://www.dwds.de/wb/etymwb/aussprechen
zustehen,stân; stên,https://www.dwds.de/wb/etymwb/zustehen
nachhalten,,https://www.dwds.de/wb/etymwb/nachhalten
hulden,,https://www.dwds.de/wb/etymwb/hulden
vergelten,gëlten,https://www.dwds.de/wb/etymwb/vergelten
niedergelassen,,https://www.dwds.de/wb/etymwb/niedergelassen
nachhangen,,https://www.dwds.de/wb/etymwb/nachhangen
ergreifen,grîfen,https://www.dwds.de/wb/etymwb/ergreifen
halsen,halsen,https://www.dwds.de/wb/etymwb/halsen
schwinden,swînen,https://www.dwds.de/wb/etymwb/schwinden
gefrieren,,https://www.dwds.de/wb/etymwb/gefrieren
nachtreten,,https://www.dwds.de/wb/etymwb/nachtreten
erbrechen,,https://www.dwds.de/wb/etymwb/erbrechen
anbrechen,,https://www.dwds.de/wb/etymwb/anbrechen
vortragen,tragen,https://www.dwds.de/wb/etymwb/vortragen
tun,tuon,https://www.dwds.de/wb/etymwb/tun
sollen,solen,https://www.dwds.de/wb/etymwb/sollen
einhangen,,https://www.dwds.de/wb/etymwb/einhangen
gelesen,,https://www.dwds.de/wb/etymwb/gelesen
vernemen,,https://www.dwds.de/wb/etymwb/vernemen
unterlaufen,,https://www.dwds.de/wb/etymwb/unterlaufen
umwerfen,,https://www.dwds.de/wb/etymwb/umwerfen
mitnehmen,,https://www.dwds.de/wb/etymwb/mitnehmen
antreten,trëten,https://www.dwds.de/wb/etymwb/antreten
unterfinden,,https://www.dwds.de/wb/etymwb/unterfinden
undfinden,,https://www.dwds.de/wb/etymwb/undfinden
miszfallen,,https://www.dwds.de/wb/etymwb/miszfallen
geschwören,,https://www.dwds.de/wb/etymwb/geschwören
bären,,https://www.dwds.de/wb/etymwb/bären
schleichen,slîchen,https://www.dwds.de/wb/etymwb/schleichen
verschlafen,,https://www.dwds.de/wb/etymwb/verschlafen
trügen,triegen; triuwen,https://www.dwds.de/wb/etymwb/trügen
unterschreiben,,https://www.dwds.de/wb/etymwb/unterschreiben
speien,spîwen,https://www.dwds.de/wb/etymwb/speien
zuwerfen,,https://www.dwds.de/wb/etymwb/zuwerfen
anehmen,,https://www.dwds.de/wb/etymwb/anehmen
umweichen,,https://www.dwds.de/wb/etymwb/umweichen
eintreten,,https://www.dwds.de/wb/etymwb/eintreten
aufschlagen,slâhen,https://www.dwds.de/wb/etymwb/aufschlagen
eintreiben,,https://www.dwds.de/wb/etymwb/eintreiben
umthun,,https://www.dwds.de/wb/etymwb/umthun
angeben,"[""gëben""",https://www.dwds.de/wb/etymwb/angeben
undgehen,,https://www.dwds.de/wb/etymwb/undgehen
aussein,,https://www.dwds.de/wb/etymwb/aussein
ausbleiben,,https://www.dwds.de/wb/etymwb/ausbleiben
absteigen,,https://www.dwds.de/wb/etymwb/absteigen
besehen,,https://www.dwds.de/wb/etymwb/besehen
auflesen,,https://www.dwds.de/wb/etymwb/auflesen
auflassen,,https://www.dwds.de/wb/etymwb/auflassen
auffahen,,https://www.dwds.de/wb/etymwb/auffahen
verstieben,,https://www.dwds.de/wb/etymwb/verstieben
verlesen,lësen,https://www.dwds.de/wb/etymwb/verlesen
zusammenbringen,,https://www.dwds.de/wb/etymwb/zusammenbringen
obliegen,ligen,https://www.dwds.de/wb/etymwb/obliegen
beibringen,,https://www.dwds.de/wb/etymwb/beibringen
herabstoszen,,https://www.dwds.de/wb/etymwb/herabstoszen
auf|herausziehen,,https://www.dwds.de/wb/etymwb/auf|herausziehen
heraustreiben,,https://www.dwds.de/wb/etymwb/heraustreiben
herausziehen,,https://www.dwds.de/wb/etymwb/herausziehen
hinausschlagen,,https://www.dwds.de/wb/etymwb/hinausschlagen
bedünken,,https://www.dwds.de/wb/etymwb/bedünken
anstoszen,,https://www.dwds.de/wb/etymwb/anstoszen
ausschlieszen,,https://www.dwds.de/wb/etymwb/ausschlieszen
verbleiben,blîben; bliuwen,https://www.dwds.de/wb/etymwb/verbleiben
anfallen,,https://www.dwds.de/wb/etymwb/anfallen
erweisen,,https://www.dwds.de/wb/etymwb/erweisen
anhangen,,https://www.dwds.de/wb/etymwb/anhangen
abtreten,trëten,https://www.dwds.de/wb/etymwb/abtreten
vorgeben,,https://www.dwds.de/wb/etymwb/vorgeben
fürwerfen,,https://www.dwds.de/wb/etymwb/fürwerfen
untergehen,gên,https://www.dwds.de/wb/etymwb/untergehen
anschreiben,schrîben,https://www.dwds.de/wb/etymwb/anschreiben
drehen,trëten,https://www.dwds.de/wb/etymwb/drehen
aufdringen,dringen,https://www.dwds.de/wb/etymwb/aufdringen
vorheben,,https://www.dwds.de/wb/etymwb/vorheben
vorziehen,vrièsen,https://www.dwds.de/wb/etymwb/vorziehen
aufklimmen,,https://www.dwds.de/wb/etymwb/aufklimmen
entgieszen,,https://www.dwds.de/wb/etymwb/entgieszen
durchgieszen,,https://www.dwds.de/wb/etymwb/durchgieszen
erschreien,,https://www.dwds.de/wb/etymwb/erschreien
vollschreiben,,https://www.dwds.de/wb/etymwb/vollschreiben
entfallen,,https://www.dwds.de/wb/etymwb/entfallen
gescheiden,,https://www.dwds.de/wb/etymwb/gescheiden
zusenden,,https://www.dwds.de/wb/etymwb/zusenden
getreten,,https://www.dwds.de/wb/etymwb/getreten
erschieszen,,https://www.dwds.de/wb/etymwb/erschieszen
auferheben,,https://www.dwds.de/wb/etymwb/auferheben
durchdringen,,https://www.dwds.de/wb/etymwb/durchdringen
zertreiben,,https://www.dwds.de/wb/etymwb/zertreiben
verschmelzen,,https://www.dwds.de/wb/etymwb/verschmelzen
aufbieten,biten,https://www.dwds.de/wb/etymwb/aufbieten
heischen,héischen,https://www.dwds.de/wb/etymwb/heischen
infallen,,https://www.dwds.de/wb/etymwb/infallen
ingehen,,https://www.dwds.de/wb/etymwb/ingehen
insprechen,,https://www.dwds.de/wb/etymwb/insprechen
aufenthalten,,https://www.dwds.de/wb/etymwb/aufenthalten
inkommen,,https://www.dwds.de/wb/etymwb/inkommen
zu|abnehmen,,https://www.dwds.de/wb/etymwb/zu|abnehmen
entpfahen,,https://www.dwds.de/wb/etymwb/entpfahen
inlassen,,https://www.dwds.de/wb/etymwb/inlassen
aufrufen,,https://www.dwds.de/wb/etymwb/aufrufen
ausstechen,stëchen; stëcken,https://www.dwds.de/wb/etymwb/ausstechen
ausbrechen,brëchen,https://www.dwds.de/wb/etymwb/ausbrechen
anbleiben,,https://www.dwds.de/wb/etymwb/anbleiben
hinztreten,,https://www.dwds.de/wb/etymwb/hinztreten
zulegen,,https://www.dwds.de/wb/etymwb/zulegen
hinlaufen,,https://www.dwds.de/wb/etymwb/hinlaufen
innehmen,,https://www.dwds.de/wb/etymwb/innehmen
inreiten,,https://www.dwds.de/wb/etymwb/inreiten
umreiten,,https://www.dwds.de/wb/etymwb/umreiten
fürtreten,,https://www.dwds.de/wb/etymwb/fürtreten
gesitzen,,https://www.dwds.de/wb/etymwb/gesitzen
nachreiten,,https://www.dwds.de/wb/etymwb/nachreiten
ingeben,,https://www.dwds.de/wb/etymwb/ingeben
inschreiben,,https://www.dwds.de/wb/etymwb/inschreiben
absitzen,,https://www.dwds.de/wb/etymwb/absitzen
abgewinnen,,https://www.dwds.de/wb/etymwb/abgewinnen
ausliegen,,https://www.dwds.de/wb/etymwb/ausliegen
entschlagen,slâhen,https://www.dwds.de/wb/etymwb/entschlagen
genugthun,,https://www.dwds.de/wb/etymwb/genugthun
auferstehen,stân,https://www.dwds.de/wb/etymwb/auferstehen
gelegen,lîgen,https://www.dwds.de/wb/etymwb/gelegen
ananheben,,https://www.dwds.de/wb/etymwb/ananheben
bolzen,bôzen,https://www.dwds.de/wb/etymwb/bolzen
fürstehen,,https://www.dwds.de/wb/etymwb/fürstehen
eindenken,,https://www.dwds.de/wb/etymwb/eindenken
schonen,schînen,https://www.dwds.de/wb/etymwb/schonen
niederliegen,,https://www.dwds.de/wb/etymwb/niederliegen
niedersitzen,,https://www.dwds.de/wb/etymwb/niedersitzen
einhalten,halten,https://www.dwds.de/wb/etymwb/einhalten
hinausgehen,,https://www.dwds.de/wb/etymwb/hinausgehen
daraustreiben,,https://www.dwds.de/wb/etymwb/daraustreiben
herausgehen,,https://www.dwds.de/wb/etymwb/herausgehen
anheiszen,,https://www.dwds.de/wb/etymwb/anheiszen
anlassen,lâzen,https://www.dwds.de/wb/etymwb/anlassen
niederstehlen,,https://www.dwds.de/wb/etymwb/niederstehlen
auffallen,vallen,https://www.dwds.de/wb/etymwb/auffallen
vorsehen,sëhen; sîhen,https://www.dwds.de/wb/etymwb/vorsehen
vorliegen,,https://www.dwds.de/wb/etymwb/vorliegen
fürfahren,,https://www.dwds.de/wb/etymwb/fürfahren
vorbehalten,,https://www.dwds.de/wb/etymwb/vorbehalten
zuerkennen,,https://www.dwds.de/wb/etymwb/zuerkennen
unterfangen,,https://www.dwds.de/wb/etymwb/unterfangen
schwächen,swëhen; swîchen,https://www.dwds.de/wb/etymwb/schwächen
hineinkommen,,https://www.dwds.de/wb/etymwb/hineinkommen
schmieren,smìgen,https://www.dwds.de/wb/etymwb/schmieren
flehen,vlëhten; vlièhen,https://www.dwds.de/wb/etymwb/flehen
nachfahren,,https://www.dwds.de/wb/etymwb/nachfahren
fortfahren,,https://www.dwds.de/wb/etymwb/fortfahren
fürübergehen,,https://www.dwds.de/wb/etymwb/fürübergehen
bellen,bëllen,https://www.dwds.de/wb/etymwb/bellen
absterben,stërben,https://www.dwds.de/wb/etymwb/absterben
anbieten,biten; bitten,https://www.dwds.de/wb/etymwb/anbieten
angewinnen,,https://www.dwds.de/wb/etymwb/angewinnen
daraufstehen,,https://www.dwds.de/wb/etymwb/daraufstehen
austreten,trëten,https://www.dwds.de/wb/etymwb/austreten
zusammenkommen,,https://www.dwds.de/wb/etymwb/zusammenkommen
auf|abgehen,,https://www.dwds.de/wb/etymwb/auf|abgehen
inthun,,https://www.dwds.de/wb/etymwb/inthun
aufschneiden,snîden,https://www.dwds.de/wb/etymwb/aufschneiden
anwenden,,https://www.dwds.de/wb/etymwb/anwenden
fürtreffen,,https://www.dwds.de/wb/etymwb/fürtreffen
abschaffen,schaffen,https://www.dwds.de/wb/etymwb/abschaffen
überschlagen,slahen,https://www.dwds.de/wb/etymwb/überschlagen
erwachsen,wahsen,https://www.dwds.de/wb/etymwb/erwachsen
verriechen,,https://www.dwds.de/wb/etymwb/verriechen
gewohnen,,https://www.dwds.de/wb/etymwb/gewohnen
betreffen,trëffen,https://www.dwds.de/wb/etymwb/betreffen
vermachen,mëchen,https://www.dwds.de/wb/etymwb/vermachen
quellen,quëlen; quëllen,https://www.dwds.de/wb/etymwb/quellen
daniederwerfen,,https://www.dwds.de/wb/etymwb/daniederwerfen
einsitzen,,https://www.dwds.de/wb/etymwb/einsitzen
ab|zunehmen,,https://www.dwds.de/wb/etymwb/ab|zunehmen
zugesehen,,https://www.dwds.de/wb/etymwb/zugesehen
nachsteigen,,https://www.dwds.de/wb/etymwb/nachsteigen
abfliehen,,https://www.dwds.de/wb/etymwb/abfliehen
infinden,,https://www.dwds.de/wb/etymwb/infinden
ausstehen,stân,https://www.dwds.de/wb/etymwb/ausstehen
ausstoszen,,https://www.dwds.de/wb/etymwb/ausstoszen
abbrennen,,https://www.dwds.de/wb/etymwb/abbrennen
mutwillen,,https://www.dwds.de/wb/etymwb/mutwillen
hinziehen,,https://www.dwds.de/wb/etymwb/hinziehen
einschlafen,,https://www.dwds.de/wb/etymwb/einschlafen
einrennen,,https://www.dwds.de/wb/etymwb/einrennen
ersteigen,,https://www.dwds.de/wb/etymwb/ersteigen
ausheben,,https://www.dwds.de/wb/etymwb/ausheben
zerschlagen,,https://www.dwds.de/wb/etymwb/zerschlagen
aushelfen,,https://www.dwds.de/wb/etymwb/aushelfen
zuschlagen,,https://www.dwds.de/wb/etymwb/zuschlagen
aus|inkommen,,https://www.dwds.de/wb/etymwb/aus|inkommen
nochziehen,,https://www.dwds.de/wb/etymwb/nochziehen
antun,tugen; tuon,https://www.dwds.de/wb/etymwb/antun
auflaufen,loven,https://www.dwds.de/wb/etymwb/auflaufen
einstehen,,https://www.dwds.de/wb/etymwb/einstehen
aufladen,,https://www.dwds.de/wb/etymwb/aufladen
nochgehen,,https://www.dwds.de/wb/etymwb/nochgehen
durchfahren,,https://www.dwds.de/wb/etymwb/durchfahren
umkommen,komen; kîmen,https://www.dwds.de/wb/etymwb/umkommen
umlaufen,,https://www.dwds.de/wb/etymwb/umlaufen
